"S21 Log Mag"
"Freq (Hz)","dB",
11449218750, -2.466689e+000,
11450000000, -2.467240e+000,
11450781250, -2.463340e+000,
11451562500, -2.466810e+000,
11452343750, -2.462948e+000,
11453125000, -2.466898e+000,
11453906250, -2.459624e+000,
11454687500, -2.464926e+000,
11455468750, -2.470263e+000,
11456250000, -2.458477e+000,
11457031250, -2.465228e+000,
11457812500, -2.465225e+000,
11458593750, -2.458442e+000,
11459375000, -2.462086e+000,
11460156250, -2.455974e+000,
11460937500, -2.462181e+000,
11461718750, -2.460037e+000,
11462500000, -2.458284e+000,
11463281250, -2.450757e+000,
11464062500, -2.445957e+000,
11464843750, -2.449120e+000,
11465625000, -2.444742e+000,
11466406250, -2.445179e+000,
11467187500, -2.437736e+000,
11467968750, -2.445511e+000,
11468750000, -2.445923e+000,
11469531250, -2.443184e+000,
11470312500, -2.447907e+000,
11471093750, -2.444328e+000,
11471875000, -2.443864e+000,
11472656250, -2.440472e+000,
11473437500, -2.449262e+000,
11474218750, -2.448166e+000,
11475000000, -2.455509e+000,
11475781250, -2.453354e+000,
11476562500, -2.453949e+000,
11477343750, -2.456172e+000,
11478125000, -2.455138e+000,
11478906250, -2.461666e+000,
11479687500, -2.459200e+000,
11480468750, -2.457724e+000,
11481250000, -2.464755e+000,
11482031250, -2.453957e+000,
11482812500, -2.457361e+000,
11483593750, -2.460536e+000,
11484375000, -2.463302e+000,
11485156250, -2.458151e+000,
11485937500, -2.453659e+000,
11486718750, -2.458474e+000,
11487500000, -2.459402e+000,
11488281250, -2.462046e+000,
11489062500, -2.459643e+000,
11489843750, -2.462297e+000,
11490625000, -2.469998e+000,
11491406250, -2.468086e+000,
11492187500, -2.462552e+000,
11492968750, -2.461020e+000,
11493750000, -2.468378e+000,
11494531250, -2.460471e+000,
11495312500, -2.468637e+000,
11496093750, -2.460809e+000,
11496875000, -2.456156e+000,
11497656250, -2.458126e+000,
11498437500, -2.460859e+000,
11499218750, -2.451419e+000,
11500000000, -2.458386e+000,
11500781250, -2.447826e+000,
11501562500, -2.445031e+000,
11502343750, -2.445804e+000,
11503125000, -2.446557e+000,
11503906250, -2.451952e+000,
11504687500, -2.446247e+000,
11505468750, -2.438777e+000,
11506250000, -2.442409e+000,
11507031250, -2.447105e+000,
11507812500, -2.437844e+000,
11508593750, -2.434858e+000,
11509375000, -2.438505e+000,
11510156250, -2.433816e+000,
11510937500, -2.431220e+000,
11511718750, -2.433049e+000,
11512500000, -2.434298e+000,
11513281250, -2.435952e+000,
11514062500, -2.433312e+000,
11514843750, -2.428669e+000,
11515625000, -2.426337e+000,
11516406250, -2.428349e+000,
11517187500, -2.428002e+000,
11517968750, -2.426219e+000,
11518750000, -2.432796e+000,
11519531250, -2.430343e+000,
11520312500, -2.425698e+000,
11521093750, -2.431667e+000,
11521875000, -2.439453e+000,
11522656250, -2.436504e+000,
11523437500, -2.438905e+000,
11524218750, -2.437073e+000,
11525000000, -2.441186e+000,
11525781250, -2.435857e+000,
11526562500, -2.441819e+000,
11527343750, -2.437749e+000,
11528125000, -2.446860e+000,
11528906250, -2.443706e+000,
11529687500, -2.450854e+000,
11530468750, -2.448930e+000,
11531250000, -2.450991e+000,
11532031250, -2.452536e+000,
11532812500, -2.454404e+000,
11533593750, -2.450551e+000,
11534375000, -2.450052e+000,
11535156250, -2.455483e+000,
11535937500, -2.454582e+000,
11536718750, -2.442375e+000,
11537500000, -2.441915e+000,
11538281250, -2.441734e+000,
11539062500, -2.438684e+000,
11539843750, -2.443414e+000,
11540625000, -2.441678e+000,
11541406250, -2.443283e+000,
11542187500, -2.438074e+000,
11542968750, -2.434659e+000,
11543750000, -2.434518e+000,
11544531250, -2.435549e+000,
11545312500, -2.434556e+000,
11546093750, -2.433731e+000,
11546875000, -2.437519e+000,
11547656250, -2.427144e+000,
11548437500, -2.437373e+000,
11549218750, -2.421961e+000,
11550000000, -2.423867e+000,
11550781250, -2.429509e+000,
11551562500, -2.422629e+000,
11552343750, -2.425900e+000,
11553125000, -2.421177e+000,
11553906250, -2.424906e+000,
11554687500, -2.425893e+000,
11555468750, -2.422797e+000,
11556250000, -2.426199e+000,
11557031250, -2.419936e+000,
11557812500, -2.416211e+000,
11558593750, -2.413819e+000,
11559375000, -2.414912e+000,
11560156250, -2.418352e+000,
11560937500, -2.422228e+000,
11561718750, -2.420988e+000,
11562500000, -2.428432e+000,
11563281250, -2.424578e+000,
11564062500, -2.421850e+000,
11564843750, -2.427163e+000,
11565625000, -2.427373e+000,
11566406250, -2.430328e+000,
11567187500, -2.430673e+000,
11567968750, -2.423729e+000,
11568750000, -2.427977e+000,
11569531250, -2.432400e+000,
11570312500, -2.429559e+000,
11571093750, -2.432135e+000,
11571875000, -2.434608e+000,
11572656250, -2.433830e+000,
11573437500, -2.428515e+000,
11574218750, -2.433753e+000,
11575000000, -2.435421e+000,
11575781250, -2.427760e+000,
11576562500, -2.420293e+000,
11577343750, -2.421972e+000,
11578125000, -2.417775e+000,
11578906250, -2.413968e+000,
11579687500, -2.416512e+000,
11580468750, -2.412378e+000,
11581250000, -2.417096e+000,
11582031250, -2.412769e+000,
11582812500, -2.400143e+000,
11583593750, -2.399558e+000,
11584375000, -2.397174e+000,
11585156250, -2.397207e+000,
11585937500, -2.402344e+000,
11586718750, -2.394779e+000,
11587500000, -2.394993e+000,
11588281250, -2.399781e+000,
11589062500, -2.396874e+000,
11589843750, -2.397717e+000,
11590625000, -2.400116e+000,
11591406250, -2.398952e+000,
11592187500, -2.402990e+000,
11592968750, -2.395674e+000,
11593750000, -2.403256e+000,
11594531250, -2.409969e+000,
11595312500, -2.403159e+000,
11596093750, -2.399984e+000,
11596875000, -2.409860e+000,
11597656250, -2.402231e+000,
11598437500, -2.404758e+000,
11599218750, -2.400797e+000,
11600000000, -2.399830e+000,
11600781250, -2.407188e+000,
11601562500, -2.408220e+000,
11602343750, -2.409145e+000,
11603125000, -2.409086e+000,
11603906250, -2.414601e+000,
11604687500, -2.407497e+000,
11605468750, -2.408997e+000,
11606250000, -2.406291e+000,
11607031250, -2.410660e+000,
11607812500, -2.411534e+000,
11608593750, -2.405989e+000,
11609375000, -2.410877e+000,
11610156250, -2.416134e+000,
11610937500, -2.410245e+000,
11611718750, -2.417742e+000,
11612500000, -2.419843e+000,
11613281250, -2.418089e+000,
11614062500, -2.418835e+000,
11614843750, -2.418916e+000,
11615625000, -2.419206e+000,
11616406250, -2.423720e+000,
11617187500, -2.422286e+000,
11617968750, -2.421956e+000,
11618750000, -2.420800e+000,
11619531250, -2.417565e+000,
11620312500, -2.418729e+000,
11621093750, -2.425261e+000,
11621875000, -2.412292e+000,
11622656250, -2.415339e+000,
11623437500, -2.414282e+000,
11624218750, -2.415158e+000,
11625000000, -2.412489e+000,
11625781250, -2.420055e+000,
11626562500, -2.416700e+000,
11627343750, -2.413610e+000,
11628125000, -2.415685e+000,
11628906250, -2.415016e+000,
11629687500, -2.414143e+000,
11630468750, -2.421878e+000,
11631250000, -2.417262e+000,
11632031250, -2.421975e+000,
11632812500, -2.422348e+000,
11633593750, -2.426090e+000,
11634375000, -2.427333e+000,
11635156250, -2.424287e+000,
11635937500, -2.434545e+000,
11636718750, -2.435132e+000,
11637500000, -2.430055e+000,
11638281250, -2.427746e+000,
11639062500, -2.428195e+000,
11639843750, -2.434804e+000,
11640625000, -2.427905e+000,
11641406250, -2.426283e+000,
11642187500, -2.427472e+000,
11642968750, -2.431804e+000,
11643750000, -2.426900e+000,
11644531250, -2.425170e+000,
11645312500, -2.433171e+000,
11646093750, -2.434509e+000,
11646875000, -2.434434e+000,
11647656250, -2.428195e+000,
11648437500, -2.438485e+000,
11649218750, -2.433977e+000,
11650000000, -2.433547e+000,
11650781250, -2.430961e+000,
11651562500, -2.428980e+000,
11652343750, -2.424130e+000,
11653125000, -2.428843e+000,
11653906250, -2.428755e+000,
11654687500, -2.427980e+000,
11655468750, -2.424751e+000,
11656250000, -2.422644e+000,
11657031250, -2.419067e+000,
11657812500, -2.423120e+000,
11658593750, -2.421213e+000,
11659375000, -2.420673e+000,
11660156250, -2.414501e+000,
11660937500, -2.409810e+000,
11661718750, -2.413802e+000,
11662500000, -2.404523e+000,
11663281250, -2.402816e+000,
11664062500, -2.407765e+000,
11664843750, -2.404056e+000,
11665625000, -2.405359e+000,
11666406250, -2.410887e+000,
11667187500, -2.405708e+000,
11667968750, -2.409734e+000,
11668750000, -2.401555e+000,
11669531250, -2.404482e+000,
11670312500, -2.407608e+000,
11671093750, -2.410458e+000,
11671875000, -2.414032e+000,
11672656250, -2.417229e+000,
11673437500, -2.407226e+000,
11674218750, -2.419006e+000,
11675000000, -2.415206e+000,
11675781250, -2.417258e+000,
11676562500, -2.425846e+000,
11677343750, -2.423234e+000,
11678125000, -2.417772e+000,
11678906250, -2.423311e+000,
11679687500, -2.419863e+000,
11680468750, -2.419603e+000,
11681250000, -2.426310e+000,
11682031250, -2.423393e+000,
11682812500, -2.425558e+000,
11683593750, -2.425063e+000,
11684375000, -2.426408e+000,
11685156250, -2.422065e+000,
11685937500, -2.426830e+000,
11686718750, -2.423579e+000,
11687500000, -2.433786e+000,
11688281250, -2.424662e+000,
11689062500, -2.425086e+000,
11689843750, -2.431251e+000,
11690625000, -2.439641e+000,
11691406250, -2.427139e+000,
11692187500, -2.429011e+000,
11692968750, -2.424324e+000,
11693750000, -2.428267e+000,
11694531250, -2.426344e+000,
11695312500, -2.420552e+000,
11696093750, -2.418518e+000,
11696875000, -2.417834e+000,
11697656250, -2.418925e+000,
11698437500, -2.408246e+000,
11699218750, -2.416958e+000,
11700000000, -2.409460e+000,
11700781250, -2.411723e+000,
11701562500, -2.415685e+000,
11702343750, -2.413466e+000,
11703125000, -2.409154e+000,
11703906250, -2.413798e+000,
11704687500, -2.406289e+000,
11705468750, -2.412703e+000,
11706250000, -2.415255e+000,
11707031250, -2.416414e+000,
11707812500, -2.405534e+000,
11708593750, -2.409241e+000,
11709375000, -2.410993e+000,
11710156250, -2.414267e+000,
11710937500, -2.419677e+000,
11711718750, -2.411793e+000,
11712500000, -2.409261e+000,
11713281250, -2.412769e+000,
11714062500, -2.412133e+000,
11714843750, -2.418277e+000,
11715625000, -2.415785e+000,
11716406250, -2.419156e+000,
11717187500, -2.422801e+000,
11717968750, -2.421206e+000,
11718750000, -2.409701e+000,
11719531250, -2.423454e+000,
11720312500, -2.419655e+000,
11721093750, -2.414936e+000,
11721875000, -2.424662e+000,
11722656250, -2.419936e+000,
11723437500, -2.420291e+000,
11724218750, -2.419025e+000,
11725000000, -2.417375e+000,
11725781250, -2.425182e+000,
11726562500, -2.416829e+000,
11727343750, -2.417765e+000,
11728125000, -2.418622e+000,
11728906250, -2.413174e+000,
11729687500, -2.415645e+000,
11730468750, -2.416998e+000,
11731250000, -2.410124e+000,
11732031250, -2.408376e+000,
11732812500, -2.417775e+000,
11733593750, -2.408904e+000,
11734375000, -2.408829e+000,
11735156250, -2.409319e+000,
11735937500, -2.411642e+000,
11736718750, -2.402154e+000,
11737500000, -2.402947e+000,
11738281250, -2.397248e+000,
11739062500, -2.410507e+000,
11739843750, -2.395091e+000,
11740625000, -2.407620e+000,
11741406250, -2.405221e+000,
11742187500, -2.405873e+000,
11742968750, -2.401563e+000,
11743750000, -2.396343e+000,
11744531250, -2.400335e+000,
11745312500, -2.401945e+000,
11746093750, -2.405497e+000,
11746875000, -2.405092e+000,
11747656250, -2.404395e+000,
11748437500, -2.408037e+000,
11749218750, -2.407171e+000,
11750000000, -2.411582e+000,
11750781250, -2.402296e+000,
11751562500, -2.407123e+000,
11752343750, -2.408344e+000,
11753125000, -2.409321e+000,
11753906250, -2.409610e+000,
11754687500, -2.412115e+000,
11755468750, -2.412197e+000,
11756250000, -2.414116e+000,
11757031250, -2.412446e+000,
11757812500, -2.423734e+000,
11758593750, -2.422484e+000,
11759375000, -2.419563e+000,
11760156250, -2.420224e+000,
11760937500, -2.418807e+000,
11761718750, -2.419151e+000,
11762500000, -2.417121e+000,
11763281250, -2.408488e+000,
11764062500, -2.415645e+000,
11764843750, -2.422794e+000,
11765625000, -2.411829e+000,
11766406250, -2.418303e+000,
11767187500, -2.417722e+000,
11767968750, -2.420752e+000,
11768750000, -2.425143e+000,
11769531250, -2.421756e+000,
11770312500, -2.422084e+000,
11771093750, -2.417229e+000,
11771875000, -2.420082e+000,
11772656250, -2.418982e+000,
11773437500, -2.415509e+000,
11774218750, -2.421542e+000,
11775000000, -2.422033e+000,
11775781250, -2.421924e+000,
11776562500, -2.421041e+000,
11777343750, -2.412735e+000,
11778125000, -2.416806e+000,
11778906250, -2.402545e+000,
11779687500, -2.411543e+000,
11780468750, -2.406602e+000,
11781250000, -2.402467e+000,
11782031250, -2.408964e+000,
11782812500, -2.404547e+000,
11783593750, -2.406159e+000,
11784375000, -2.407939e+000,
11785156250, -2.404871e+000,
11785937500, -2.403157e+000,
11786718750, -2.403502e+000,
11787500000, -2.404987e+000,
11788281250, -2.407987e+000,
11789062500, -2.402709e+000,
11789843750, -2.402065e+000,
11790625000, -2.411662e+000,
11791406250, -2.409619e+000,
11792187500, -2.416939e+000,
11792968750, -2.405880e+000,
11793750000, -2.407929e+000,
11794531250, -2.415351e+000,
11795312500, -2.408560e+000,
11796093750, -2.417202e+000,
11796875000, -2.419285e+000,
11797656250, -2.416223e+000,
11798437500, -2.416340e+000,
11799218750, -2.413651e+000,
11800000000, -2.408820e+000,
11800781250, -2.423122e+000,
11801562500, -2.415875e+000,
11802343750, -2.414490e+000,
11803125000, -2.421349e+000,
11803906250, -2.424573e+000,
11804687500, -2.419132e+000,
11805468750, -2.420662e+000,
11806250000, -2.409081e+000,
11807031250, -2.413524e+000,
11807812500, -2.421654e+000,
11808593750, -2.411669e+000,
11809375000, -2.414612e+000,
11810156250, -2.428310e+000,
11810937500, -2.414601e+000,
11811718750, -2.416451e+000,
11812500000, -2.412019e+000,
11813281250, -2.412107e+000,
11814062500, -2.417028e+000,
11814843750, -2.408830e+000,
11815625000, -2.412322e+000,
11816406250, -2.409921e+000,
11817187500, -2.407506e+000,
11817968750, -2.404113e+000,
11818750000, -2.405288e+000,
11819531250, -2.406722e+000,
11820312500, -2.409902e+000,
11821093750, -2.401379e+000,
11821875000, -2.403607e+000,
11822656250, -2.404005e+000,
11823437500, -2.402281e+000,
11824218750, -2.406266e+000,
11825000000, -2.408160e+000,
11825781250, -2.401401e+000,
11826562500, -2.403418e+000,
11827343750, -2.408364e+000,
11828125000, -2.403609e+000,
11828906250, -2.403886e+000,
11829687500, -2.408829e+000,
11830468750, -2.413360e+000,
11831250000, -2.402225e+000,
11832031250, -2.409911e+000,
11832812500, -2.408148e+000,
11833593750, -2.409967e+000,
11834375000, -2.415407e+000,
11835156250, -2.414922e+000,
11835937500, -2.413136e+000,
11836718750, -2.419290e+000,
11837500000, -2.414156e+000,
11838281250, -2.410642e+000,
11839062500, -2.417893e+000,
11839843750, -2.415991e+000,
11840625000, -2.411655e+000,
11841406250, -2.411252e+000,
11842187500, -2.410868e+000,
11842968750, -2.416939e+000,
11843750000, -2.418583e+000,
11844531250, -2.415336e+000,
11845312500, -2.418066e+000,
11846093750, -2.423757e+000,
11846875000, -2.418003e+000,
11847656250, -2.423199e+000,
11848437500, -2.430702e+000,
11849218750, -2.416976e+000,
11850000000, -2.418627e+000,
11850781250, -2.417105e+000,
11851562500, -2.420582e+000,
11852343750, -2.421639e+000,
11853125000, -2.424870e+000,
11853906250, -2.422437e+000,
11854687500, -2.422991e+000,
11855468750, -2.417376e+000,
11856250000, -2.428556e+000,
11857031250, -2.418935e+000,
11857812500, -2.417988e+000,
11858593750, -2.422052e+000,
11859375000, -2.419319e+000,
11860156250, -2.417533e+000,
11860937500, -2.426050e+000,
11861718750, -2.425007e+000,
11862500000, -2.417415e+000,
11863281250, -2.414775e+000,
11864062500, -2.412268e+000,
11864843750, -2.425466e+000,
11865625000, -2.418701e+000,
11866406250, -2.410439e+000,
11867187500, -2.416627e+000,
11867968750, -2.418884e+000,
11868750000, -2.414592e+000,
11869531250, -2.419269e+000,
11870312500, -2.417064e+000,
11871093750, -2.418665e+000,
11871875000, -2.414807e+000,
11872656250, -2.410468e+000,
11873437500, -2.416633e+000,
11874218750, -2.414425e+000,
11875000000, -2.410860e+000,
11875781250, -2.415947e+000,
11876562500, -2.411254e+000,
11877343750, -2.410528e+000,
11878125000, -2.416450e+000,
11878906250, -2.412240e+000,
11879687500, -2.407186e+000,
11880468750, -2.414037e+000,
11881250000, -2.411841e+000,
11882031250, -2.410669e+000,
11882812500, -2.420291e+000,
11883593750, -2.403111e+000,
11884375000, -2.421003e+000,
11885156250, -2.422040e+000,
11885937500, -2.413222e+000,
11886718750, -2.420398e+000,
11887500000, -2.418419e+000,
11888281250, -2.430786e+000,
11889062500, -2.413777e+000,
11889843750, -2.418774e+000,
11890625000, -2.417787e+000,
11891406250, -2.413280e+000,
11892187500, -2.415285e+000,
11892968750, -2.402098e+000,
11893750000, -2.413894e+000,
11894531250, -2.410121e+000,
11895312500, -2.414182e+000,
11896093750, -2.411392e+000,
11896875000, -2.411637e+000,
11897656250, -2.411535e+000,
11898437500, -2.403865e+000,
11899218750, -2.405684e+000,
11900000000, -2.403722e+000,
11900781250, -2.410488e+000,
11901562500, -2.409998e+000,
11902343750, -2.403661e+000,
11903125000, -2.411903e+000,
11903906250, -2.418155e+000,
11904687500, -2.419213e+000,
11905468750, -2.416480e+000,
11906250000, -2.415418e+000,
11907031250, -2.422322e+000,
11907812500, -2.415766e+000,
11908593750, -2.414072e+000,
11909375000, -2.416820e+000,
11910156250, -2.412878e+000,
11910937500, -2.417878e+000,
11911718750, -2.412578e+000,
11912500000, -2.415703e+000,
11913281250, -2.416042e+000,
11914062500, -2.414145e+000,
11914843750, -2.418205e+000,
11915625000, -2.413034e+000,
11916406250, -2.413526e+000,
11917187500, -2.419429e+000,
11917968750, -2.413608e+000,
11918750000, -2.422509e+000,
11919531250, -2.412470e+000,
11920312500, -2.418786e+000,
11921093750, -2.412917e+000,
11921875000, -2.419228e+000,
11922656250, -2.420576e+000,
11923437500, -2.419362e+000,
11924218750, -2.420145e+000,
11925000000, -2.417790e+000,
11925781250, -2.421101e+000,
11926562500, -2.421399e+000,
11927343750, -2.418916e+000,
11928125000, -2.423957e+000,
11928906250, -2.422159e+000,
11929687500, -2.421133e+000,
11930468750, -2.418663e+000,
11931250000, -2.411484e+000,
11932031250, -2.414063e+000,
11932812500, -2.413054e+000,
11933593750, -2.405146e+000,
11934375000, -2.409628e+000,
11935156250, -2.406562e+000,
11935937500, -2.402373e+000,
11936718750, -2.407129e+000,
11937500000, -2.397907e+000,
11938281250, -2.399102e+000,
11939062500, -2.399586e+000,
11939843750, -2.396592e+000,
11940625000, -2.394257e+000,
11941406250, -2.396818e+000,
11942187500, -2.401699e+000,
11942968750, -2.392935e+000,
11943750000, -2.396000e+000,
11944531250, -2.393999e+000,
11945312500, -2.400961e+000,
11946093750, -2.400428e+000,
11946875000, -2.394569e+000,
11947656250, -2.401505e+000,
11948437500, -2.396379e+000,
11949218750, -2.400578e+000,
11950000000, -2.399999e+000,
11950781250, -2.399782e+000,
11951562500, -2.404879e+000,
11952343750, -2.403250e+000,
11953125000, -2.408020e+000,
11953906250, -2.402790e+000,
11954687500, -2.404676e+000,
11955468750, -2.413325e+000,
11956250000, -2.410423e+000,
11957031250, -2.410631e+000,
11957812500, -2.410513e+000,
11958593750, -2.407034e+000,
11959375000, -2.408388e+000,
11960156250, -2.409279e+000,
11960937500, -2.413505e+000,
11961718750, -2.407313e+000,
11962500000, -2.411875e+000,
11963281250, -2.410306e+000,
11964062500, -2.402434e+000,
11964843750, -2.414663e+000,
11965625000, -2.406174e+000,
11966406250, -2.407924e+000,
11967187500, -2.407629e+000,
11967968750, -2.409134e+000,
11968750000, -2.404297e+000,
11969531250, -2.402409e+000,
11970312500, -2.402108e+000,
11971093750, -2.403353e+000,
11971875000, -2.402609e+000,
11972656250, -2.398230e+000,
11973437500, -2.401611e+000,
11974218750, -2.396237e+000,
11975000000, -2.402480e+000,
11975781250, -2.391241e+000,
11976562500, -2.398400e+000,
11977343750, -2.390018e+000,
11978125000, -2.391683e+000,
11978906250, -2.387050e+000,
11979687500, -2.385990e+000,
11980468750, -2.401274e+000,
11981250000, -2.385036e+000,
11982031250, -2.383139e+000,
11982812500, -2.383703e+000,
11983593750, -2.385549e+000,
11984375000, -2.393680e+000,
11985156250, -2.386949e+000,
11985937500, -2.387212e+000,
11986718750, -2.390684e+000,
11987500000, -2.386994e+000,
11988281250, -2.386099e+000,
11989062500, -2.384522e+000,
11989843750, -2.392138e+000,
11990625000, -2.389861e+000,
11991406250, -2.388428e+000,
11992187500, -2.388911e+000,
11992968750, -2.385254e+000,
11993750000, -2.384390e+000,
11994531250, -2.388000e+000,
11995312500, -2.377652e+000,
11996093750, -2.381576e+000,
11996875000, -2.383422e+000,
11997656250, -2.380028e+000,
11998437500, -2.383446e+000,
11999218750, -2.383473e+000,
12000000000, -2.382774e+000,
12000781250, -2.386770e+000,
12001562500, -2.382840e+000,
12002343750, -2.391472e+000,
12003125000, -2.388000e+000,
12003906250, -2.388719e+000,
12004687500, -2.389473e+000,
12005468750, -2.385505e+000,
12006250000, -2.387824e+000,
12007031250, -2.382558e+000,
12007812500, -2.389913e+000,
12008593750, -2.399991e+000,
12009375000, -2.400293e+000,
12010156250, -2.388103e+000,
12010937500, -2.392385e+000,
12011718750, -2.398179e+000,
12012500000, -2.392794e+000,
12013281250, -2.393987e+000,
12014062500, -2.397567e+000,
12014843750, -2.396296e+000,
12015625000, -2.396292e+000,
12016406250, -2.393777e+000,
12017187500, -2.397679e+000,
12017968750, -2.392054e+000,
12018750000, -2.390096e+000,
12019531250, -2.394549e+000,
12020312500, -2.399816e+000,
12021093750, -2.393234e+000,
12021875000, -2.395411e+000,
12022656250, -2.394060e+000,
12023437500, -2.393945e+000,
12024218750, -2.398012e+000,
12025000000, -2.388816e+000,
12025781250, -2.387823e+000,
12026562500, -2.400853e+000,
12027343750, -2.391766e+000,
12028125000, -2.394441e+000,
12028906250, -2.394978e+000,
12029687500, -2.389262e+000,
12030468750, -2.390982e+000,
12031250000, -2.388618e+000,
12032031250, -2.388979e+000,
12032812500, -2.391498e+000,
12033593750, -2.386315e+000,
12034375000, -2.385179e+000,
12035156250, -2.390955e+000,
12035937500, -2.382516e+000,
12036718750, -2.395051e+000,
12037500000, -2.380270e+000,
12038281250, -2.389106e+000,
12039062500, -2.388344e+000,
12039843750, -2.391878e+000,
12040625000, -2.388044e+000,
12041406250, -2.392294e+000,
12042187500, -2.394118e+000,
12042968750, -2.395055e+000,
12043750000, -2.396893e+000,
12044531250, -2.395616e+000,
12045312500, -2.398937e+000,
12046093750, -2.386954e+000,
12046875000, -2.387204e+000,
12047656250, -2.392046e+000,
12048437500, -2.393346e+000,
12049218750, -2.391046e+000,
12050000000, -2.393056e+000,
12050781250, -2.388795e+000,
12051562500, -2.389385e+000,
12052343750, -2.397710e+000,
12053125000, -2.394861e+000,
12053906250, -2.394812e+000,
12054687500, -2.397418e+000,
12055468750, -2.399332e+000,
12056250000, -2.396793e+000,
12057031250, -2.402904e+000,
12057812500, -2.394607e+000,
12058593750, -2.399167e+000,
12059375000, -2.401003e+000,
12060156250, -2.400864e+000,
12060937500, -2.400225e+000,
12061718750, -2.390977e+000,
12062500000, -2.395869e+000,
12063281250, -2.392097e+000,
12064062500, -2.394528e+000,
12064843750, -2.391221e+000,
12065625000, -2.394964e+000,
12066406250, -2.384955e+000,
12067187500, -2.396423e+000,
12067968750, -2.389311e+000,
12068750000, -2.383895e+000,
12069531250, -2.382816e+000,
12070312500, -2.386440e+000,
12071093750, -2.388679e+000,
12071875000, -2.390610e+000,
12072656250, -2.388277e+000,
12073437500, -2.392606e+000,
12074218750, -2.400785e+000,
12075000000, -2.394411e+000,
12075781250, -2.388910e+000,
12076562500, -2.404575e+000,
12077343750, -2.404220e+000,
12078125000, -2.408318e+000,
12078906250, -2.401077e+000,
12079687500, -2.399899e+000,
12080468750, -2.401802e+000,
12081250000, -2.403055e+000,
12082031250, -2.409067e+000,
12082812500, -2.411672e+000,
12083593750, -2.412604e+000,
12084375000, -2.410310e+000,
12085156250, -2.410415e+000,
12085937500, -2.408452e+000,
12086718750, -2.416596e+000,
12087500000, -2.412556e+000,
12088281250, -2.416118e+000,
12089062500, -2.415350e+000,
12089843750, -2.417040e+000,
12090625000, -2.419372e+000,
12091406250, -2.414178e+000,
12092187500, -2.411173e+000,
12092968750, -2.413099e+000,
12093750000, -2.413742e+000,
12094531250, -2.406956e+000,
12095312500, -2.417706e+000,
12096093750, -2.412573e+000,
12096875000, -2.416933e+000,
12097656250, -2.416754e+000,
12098437500, -2.418658e+000,
12099218750, -2.414067e+000,
12100000000, -2.417779e+000,
12100781250, -2.411257e+000,
12101562500, -2.416326e+000,
12102343750, -2.406978e+000,
12103125000, -2.410858e+000,
12103906250, -2.408346e+000,
12104687500, -2.406287e+000,
12105468750, -2.409245e+000,
12106250000, -2.410820e+000,
12107031250, -2.412642e+000,
12107812500, -2.420007e+000,
12108593750, -2.416544e+000,
12109375000, -2.411581e+000,
12110156250, -2.414681e+000,
12110937500, -2.413110e+000,
12111718750, -2.407380e+000,
12112500000, -2.413404e+000,
12113281250, -2.410250e+000,
12114062500, -2.405930e+000,
12114843750, -2.407011e+000,
12115625000, -2.410793e+000,
12116406250, -2.402785e+000,
12117187500, -2.410475e+000,
12117968750, -2.401492e+000,
12118750000, -2.400669e+000,
12119531250, -2.398453e+000,
12120312500, -2.405324e+000,
12121093750, -2.407369e+000,
12121875000, -2.398370e+000,
12122656250, -2.395571e+000,
12123437500, -2.403757e+000,
12124218750, -2.401098e+000,
12125000000, -2.402618e+000,
12125781250, -2.412409e+000,
12126562500, -2.411592e+000,
12127343750, -2.409703e+000,
12128125000, -2.401859e+000,
12128906250, -2.412242e+000,
12129687500, -2.415820e+000,
12130468750, -2.413064e+000,
12131250000, -2.413527e+000,
12132031250, -2.412409e+000,
12132812500, -2.406950e+000,
12133593750, -2.403479e+000,
12134375000, -2.410904e+000,
12135156250, -2.409546e+000,
12135937500, -2.411824e+000,
12136718750, -2.408597e+000,
12137500000, -2.415865e+000,
12138281250, -2.417435e+000,
12139062500, -2.413484e+000,
12139843750, -2.414674e+000,
12140625000, -2.414399e+000,
12141406250, -2.404698e+000,
12142187500, -2.404025e+000,
12142968750, -2.407797e+000,
12143750000, -2.395757e+000,
12144531250, -2.404607e+000,
12145312500, -2.405976e+000,
12146093750, -2.401294e+000,
12146875000, -2.402798e+000,
12147656250, -2.403958e+000,
12148437500, -2.402023e+000,
12149218750, -2.402188e+000,
12150000000, -2.396307e+000,
12150781250, -2.398872e+000,
12151562500, -2.405240e+000,
12152343750, -2.399590e+000,
12153125000, -2.396918e+000,
12153906250, -2.407591e+000,
12154687500, -2.406734e+000,
12155468750, -2.405406e+000,
12156250000, -2.400352e+000,
12157031250, -2.402428e+000,
12157812500, -2.406862e+000,
12158593750, -2.398517e+000,
12159375000, -2.404841e+000,
12160156250, -2.398358e+000,
12160937500, -2.399281e+000,
12161718750, -2.397296e+000,
12162500000, -2.398337e+000,
12163281250, -2.400543e+000,
12164062500, -2.402030e+000,
12164843750, -2.406536e+000,
12165625000, -2.403660e+000,
12166406250, -2.405652e+000,
12167187500, -2.398182e+000,
12167968750, -2.404163e+000,
12168750000, -2.410485e+000,
12169531250, -2.394425e+000,
12170312500, -2.403244e+000,
12171093750, -2.403327e+000,
12171875000, -2.397678e+000,
12172656250, -2.406549e+000,
12173437500, -2.399579e+000,
12174218750, -2.413467e+000,
12175000000, -2.399062e+000,
12175781250, -2.400822e+000,
