"S21 Log Mag"
"Freq (Hz)","dB",
10721875000, -2.534665e+000,
10722656250, -2.543473e+000,
10723437500, -2.542025e+000,
10724218750, -2.533807e+000,
10725000000, -2.542386e+000,
10725781250, -2.535861e+000,
10726562500, -2.541356e+000,
10727343750, -2.543132e+000,
10728125000, -2.547618e+000,
10728906250, -2.541575e+000,
10729687500, -2.540984e+000,
10730468750, -2.542628e+000,
10731250000, -2.540834e+000,
10732031250, -2.541922e+000,
10732812500, -2.543081e+000,
10733593750, -2.551239e+000,
10734375000, -2.549359e+000,
10735156250, -2.553833e+000,
10735937500, -2.561474e+000,
10736718750, -2.552749e+000,
10737500000, -2.555277e+000,
10738281250, -2.557371e+000,
10739062500, -2.568685e+000,
10739843750, -2.555779e+000,
10740625000, -2.554080e+000,
10741406250, -2.559771e+000,
10742187500, -2.549231e+000,
10742968750, -2.548617e+000,
10743750000, -2.548684e+000,
10744531250, -2.541908e+000,
10745312500, -2.549417e+000,
10746093750, -2.543649e+000,
10746875000, -2.545314e+000,
10747656250, -2.546999e+000,
10748437500, -2.547970e+000,
10749218750, -2.547880e+000,
10750000000, -2.554346e+000,
10750781250, -2.548431e+000,
10751562500, -2.547969e+000,
10752343750, -2.557166e+000,
10753125000, -2.546831e+000,
10753906250, -2.553684e+000,
10754687500, -2.556197e+000,
10755468750, -2.548566e+000,
10756250000, -2.553732e+000,
10757031250, -2.559209e+000,
10757812500, -2.556342e+000,
10758593750, -2.552657e+000,
10759375000, -2.552385e+000,
10760156250, -2.555130e+000,
10760937500, -2.553284e+000,
10761718750, -2.555608e+000,
10762500000, -2.555629e+000,
10763281250, -2.557224e+000,
10764062500, -2.558399e+000,
10764843750, -2.553771e+000,
10765625000, -2.555510e+000,
10766406250, -2.558562e+000,
10767187500, -2.560861e+000,
10767968750, -2.556995e+000,
10768750000, -2.555449e+000,
10769531250, -2.555479e+000,
10770312500, -2.555833e+000,
10771093750, -2.554651e+000,
10771875000, -2.556570e+000,
10772656250, -2.550448e+000,
10773437500, -2.549763e+000,
10774218750, -2.549811e+000,
10775000000, -2.549041e+000,
10775781250, -2.551001e+000,
10776562500, -2.551915e+000,
10777343750, -2.552452e+000,
10778125000, -2.545566e+000,
10778906250, -2.547745e+000,
10779687500, -2.546743e+000,
10780468750, -2.544180e+000,
10781250000, -2.538109e+000,
10782031250, -2.540723e+000,
10782812500, -2.532725e+000,
10783593750, -2.528891e+000,
10784375000, -2.528872e+000,
10785156250, -2.527969e+000,
10785937500, -2.525393e+000,
10786718750, -2.527611e+000,
10787500000, -2.524470e+000,
10788281250, -2.519000e+000,
10789062500, -2.513303e+000,
10789843750, -2.508583e+000,
10790625000, -2.509974e+000,
10791406250, -2.509080e+000,
10792187500, -2.507031e+000,
10792968750, -2.507441e+000,
10793750000, -2.499080e+000,
10794531250, -2.499099e+000,
10795312500, -2.505322e+000,
10796093750, -2.498719e+000,
10796875000, -2.502421e+000,
10797656250, -2.501997e+000,
10798437500, -2.497721e+000,
10799218750, -2.509377e+000,
10800000000, -2.509792e+000,
10800781250, -2.510603e+000,
10801562500, -2.512552e+000,
10802343750, -2.514500e+000,
10803125000, -2.512748e+000,
10803906250, -2.520143e+000,
10804687500, -2.518055e+000,
10805468750, -2.524154e+000,
10806250000, -2.521160e+000,
10807031250, -2.522499e+000,
10807812500, -2.523484e+000,
10808593750, -2.528106e+000,
10809375000, -2.525758e+000,
10810156250, -2.537994e+000,
10810937500, -2.537314e+000,
10811718750, -2.532002e+000,
10812500000, -2.539472e+000,
10813281250, -2.532798e+000,
10814062500, -2.535472e+000,
10814843750, -2.544621e+000,
10815625000, -2.535534e+000,
10816406250, -2.531899e+000,
10817187500, -2.531854e+000,
10817968750, -2.533228e+000,
10818750000, -2.530534e+000,
10819531250, -2.531510e+000,
10820312500, -2.526195e+000,
10821093750, -2.528411e+000,
10821875000, -2.533390e+000,
10822656250, -2.531235e+000,
10823437500, -2.529087e+000,
10824218750, -2.530495e+000,
10825000000, -2.528660e+000,
10825781250, -2.521469e+000,
10826562500, -2.521517e+000,
10827343750, -2.520283e+000,
10828125000, -2.518488e+000,
10828906250, -2.518418e+000,
10829687500, -2.509637e+000,
10830468750, -2.507222e+000,
10831250000, -2.513247e+000,
10832031250, -2.504479e+000,
10832812500, -2.502070e+000,
10833593750, -2.508129e+000,
10834375000, -2.504601e+000,
10835156250, -2.508276e+000,
10835937500, -2.503828e+000,
10836718750, -2.504929e+000,
10837500000, -2.505846e+000,
10838281250, -2.509319e+000,
10839062500, -2.502232e+000,
10839843750, -2.500479e+000,
10840625000, -2.502110e+000,
10841406250, -2.500922e+000,
10842187500, -2.510968e+000,
10842968750, -2.508323e+000,
10843750000, -2.506248e+000,
10844531250, -2.511966e+000,
10845312500, -2.505521e+000,
10846093750, -2.509736e+000,
10846875000, -2.519189e+000,
10847656250, -2.514396e+000,
10848437500, -2.526179e+000,
10849218750, -2.514847e+000,
10850000000, -2.525919e+000,
10850781250, -2.524947e+000,
10851562500, -2.531790e+000,
10852343750, -2.533768e+000,
10853125000, -2.538618e+000,
10853906250, -2.531923e+000,
10854687500, -2.539998e+000,
10855468750, -2.540268e+000,
10856250000, -2.539467e+000,
10857031250, -2.537027e+000,
10857812500, -2.534986e+000,
10858593750, -2.533549e+000,
10859375000, -2.527911e+000,
10860156250, -2.533482e+000,
10860937500, -2.529663e+000,
10861718750, -2.529094e+000,
10862500000, -2.529434e+000,
10863281250, -2.522131e+000,
10864062500, -2.523850e+000,
10864843750, -2.522285e+000,
10865625000, -2.519086e+000,
10866406250, -2.519393e+000,
10867187500, -2.518581e+000,
10867968750, -2.514651e+000,
10868750000, -2.509130e+000,
10869531250, -2.511718e+000,
10870312500, -2.512236e+000,
10871093750, -2.506447e+000,
10871875000, -2.515259e+000,
10872656250, -2.507151e+000,
10873437500, -2.509567e+000,
10874218750, -2.512023e+000,
10875000000, -2.511204e+000,
10875781250, -2.514124e+000,
10876562500, -2.514392e+000,
10877343750, -2.514324e+000,
10878125000, -2.512558e+000,
10878906250, -2.515581e+000,
10879687500, -2.519800e+000,
10880468750, -2.528106e+000,
10881250000, -2.523073e+000,
10882031250, -2.525779e+000,
10882812500, -2.522795e+000,
10883593750, -2.524646e+000,
10884375000, -2.525099e+000,
10885156250, -2.532391e+000,
10885937500, -2.525136e+000,
10886718750, -2.531697e+000,
10887500000, -2.530172e+000,
10888281250, -2.533199e+000,
10889062500, -2.536584e+000,
10889843750, -2.537365e+000,
10890625000, -2.535535e+000,
10891406250, -2.539110e+000,
10892187500, -2.535413e+000,
10892968750, -2.534962e+000,
10893750000, -2.537880e+000,
10894531250, -2.543466e+000,
10895312500, -2.543009e+000,
10896093750, -2.543655e+000,
10896875000, -2.541889e+000,
10897656250, -2.544002e+000,
10898437500, -2.541322e+000,
10899218750, -2.544105e+000,
10900000000, -2.545691e+000,
10900781250, -2.540512e+000,
10901562500, -2.539246e+000,
10902343750, -2.535152e+000,
10903125000, -2.534980e+000,
10903906250, -2.536361e+000,
10904687500, -2.532246e+000,
10905468750, -2.529554e+000,
10906250000, -2.529315e+000,
10907031250, -2.519967e+000,
10907812500, -2.523358e+000,
10908593750, -2.520044e+000,
10909375000, -2.519112e+000,
10910156250, -2.522608e+000,
10910937500, -2.517930e+000,
10911718750, -2.521769e+000,
10912500000, -2.517398e+000,
10913281250, -2.524726e+000,
10914062500, -2.520501e+000,
10914843750, -2.513672e+000,
10915625000, -2.522472e+000,
10916406250, -2.513019e+000,
10917187500, -2.521003e+000,
10917968750, -2.517586e+000,
10918750000, -2.523872e+000,
10919531250, -2.518363e+000,
10920312500, -2.525933e+000,
10921093750, -2.522374e+000,
10921875000, -2.520153e+000,
10922656250, -2.532681e+000,
10923437500, -2.527283e+000,
10924218750, -2.531040e+000,
10925000000, -2.529734e+000,
10925781250, -2.530604e+000,
10926562500, -2.535694e+000,
10927343750, -2.533909e+000,
10928125000, -2.534127e+000,
10928906250, -2.533987e+000,
10929687500, -2.533584e+000,
10930468750, -2.532104e+000,
10931250000, -2.538507e+000,
10932031250, -2.536499e+000,
10932812500, -2.535828e+000,
10933593750, -2.539674e+000,
10934375000, -2.541237e+000,
10935156250, -2.543730e+000,
10935937500, -2.541073e+000,
10936718750, -2.540219e+000,
10937500000, -2.542655e+000,
10938281250, -2.536194e+000,
10939062500, -2.535957e+000,
10939843750, -2.532561e+000,
10940625000, -2.530458e+000,
10941406250, -2.528073e+000,
10942187500, -2.530725e+000,
10942968750, -2.523298e+000,
10943750000, -2.521556e+000,
10944531250, -2.519376e+000,
10945312500, -2.519288e+000,
10946093750, -2.516594e+000,
10946875000, -2.513576e+000,
10947656250, -2.515996e+000,
10948437500, -2.509081e+000,
10949218750, -2.513454e+000,
10950000000, -2.508035e+000,
10950781250, -2.510682e+000,
10951562500, -2.514281e+000,
10952343750, -2.514388e+000,
10953125000, -2.505919e+000,
10953906250, -2.509398e+000,
10954687500, -2.503715e+000,
10955468750, -2.505170e+000,
10956250000, -2.512516e+000,
10957031250, -2.508065e+000,
10957812500, -2.507464e+000,
10958593750, -2.509427e+000,
10959375000, -2.506158e+000,
10960156250, -2.504735e+000,
10960937500, -2.510943e+000,
10961718750, -2.508686e+000,
10962500000, -2.510649e+000,
10963281250, -2.508285e+000,
10964062500, -2.513991e+000,
10964843750, -2.510525e+000,
10965625000, -2.520911e+000,
10966406250, -2.520603e+000,
10967187500, -2.519364e+000,
10967968750, -2.524009e+000,
10968750000, -2.522191e+000,
10969531250, -2.528632e+000,
10970312500, -2.533368e+000,
10971093750, -2.533267e+000,
10971875000, -2.533607e+000,
10972656250, -2.529662e+000,
10973437500, -2.533176e+000,
10974218750, -2.542992e+000,
10975000000, -2.539846e+000,
10975781250, -2.537145e+000,
10976562500, -2.539842e+000,
10977343750, -2.528950e+000,
10978125000, -2.531360e+000,
10978906250, -2.528985e+000,
10979687500, -2.530481e+000,
10980468750, -2.527782e+000,
10981250000, -2.523178e+000,
10982031250, -2.519553e+000,
10982812500, -2.518133e+000,
10983593750, -2.524208e+000,
10984375000, -2.519390e+000,
10985156250, -2.522439e+000,
10985937500, -2.515524e+000,
10986718750, -2.506704e+000,
10987500000, -2.512501e+000,
10988281250, -2.511391e+000,
10989062500, -2.505350e+000,
10989843750, -2.507702e+000,
10990625000, -2.507194e+000,
10991406250, -2.508745e+000,
10992187500, -2.505243e+000,
10992968750, -2.505804e+000,
10993750000, -2.508377e+000,
10994531250, -2.514832e+000,
10995312500, -2.513695e+000,
10996093750, -2.510226e+000,
10996875000, -2.507866e+000,
10997656250, -2.509119e+000,
10998437500, -2.511168e+000,
10999218750, -2.511309e+000,
11000000000, -2.508274e+000,
11000781250, -2.514284e+000,
11001562500, -2.511545e+000,
11002343750, -2.514594e+000,
11003125000, -2.512029e+000,
11003906250, -2.516545e+000,
11004687500, -2.515647e+000,
11005468750, -2.504129e+000,
11006250000, -2.516297e+000,
11007031250, -2.519599e+000,
11007812500, -2.517755e+000,
11008593750, -2.521389e+000,
11009375000, -2.520794e+000,
11010156250, -2.520247e+000,
11010937500, -2.520823e+000,
11011718750, -2.524156e+000,
11012500000, -2.515896e+000,
11013281250, -2.517068e+000,
11014062500, -2.516726e+000,
11014843750, -2.516348e+000,
11015625000, -2.507269e+000,
11016406250, -2.509168e+000,
11017187500, -2.506507e+000,
11017968750, -2.500034e+000,
11018750000, -2.506715e+000,
11019531250, -2.505142e+000,
11020312500, -2.497226e+000,
11021093750, -2.499314e+000,
11021875000, -2.492813e+000,
11022656250, -2.490229e+000,
11023437500, -2.492655e+000,
11024218750, -2.486676e+000,
11025000000, -2.489197e+000,
11025781250, -2.484762e+000,
11026562500, -2.485084e+000,
11027343750, -2.483231e+000,
11028125000, -2.479919e+000,
11028906250, -2.477978e+000,
11029687500, -2.482397e+000,
11030468750, -2.480792e+000,
11031250000, -2.483526e+000,
11032031250, -2.482165e+000,
11032812500, -2.477324e+000,
11033593750, -2.481027e+000,
11034375000, -2.478416e+000,
11035156250, -2.476332e+000,
11035937500, -2.482916e+000,
11036718750, -2.482909e+000,
11037500000, -2.481261e+000,
11038281250, -2.484270e+000,
11039062500, -2.488833e+000,
11039843750, -2.484774e+000,
11040625000, -2.488160e+000,
11041406250, -2.488412e+000,
11042187500, -2.491115e+000,
11042968750, -2.487195e+000,
11043750000, -2.492734e+000,
11044531250, -2.493476e+000,
11045312500, -2.499499e+000,
11046093750, -2.499498e+000,
11046875000, -2.498886e+000,
11047656250, -2.503164e+000,
11048437500, -2.502959e+000,
11049218750, -2.503931e+000,
11050000000, -2.506315e+000,
11050781250, -2.503603e+000,
11051562500, -2.503943e+000,
11052343750, -2.506087e+000,
11053125000, -2.499379e+000,
11053906250, -2.497993e+000,
11054687500, -2.509248e+000,
11055468750, -2.507801e+000,
11056250000, -2.500934e+000,
11057031250, -2.504298e+000,
11057812500, -2.502298e+000,
11058593750, -2.501150e+000,
11059375000, -2.498145e+000,
11060156250, -2.499434e+000,
11060937500, -2.503025e+000,
11061718750, -2.492512e+000,
11062500000, -2.494008e+000,
11063281250, -2.496648e+000,
11064062500, -2.500281e+000,
11064843750, -2.494611e+000,
11065625000, -2.489452e+000,
11066406250, -2.488327e+000,
11067187500, -2.481723e+000,
11067968750, -2.480416e+000,
11068750000, -2.479541e+000,
11069531250, -2.482637e+000,
11070312500, -2.481567e+000,
11071093750, -2.472924e+000,
11071875000, -2.479958e+000,
11072656250, -2.485363e+000,
11073437500, -2.483212e+000,
11074218750, -2.486626e+000,
11075000000, -2.483475e+000,
11075781250, -2.493008e+000,
11076562500, -2.487269e+000,
11077343750, -2.494681e+000,
11078125000, -2.501264e+000,
11078906250, -2.498397e+000,
11079687500, -2.507402e+000,
11080468750, -2.504136e+000,
11081250000, -2.508853e+000,
11082031250, -2.494345e+000,
11082812500, -2.501687e+000,
11083593750, -2.497629e+000,
11084375000, -2.498246e+000,
11085156250, -2.499511e+000,
11085937500, -2.499523e+000,
11086718750, -2.500229e+000,
11087500000, -2.503922e+000,
11088281250, -2.508216e+000,
11089062500, -2.503774e+000,
11089843750, -2.502942e+000,
11090625000, -2.509412e+000,
11091406250, -2.499700e+000,
11092187500, -2.512016e+000,
11092968750, -2.508764e+000,
11093750000, -2.509220e+000,
11094531250, -2.515551e+000,
11095312500, -2.500138e+000,
11096093750, -2.502423e+000,
11096875000, -2.503252e+000,
11097656250, -2.506901e+000,
11098437500, -2.509849e+000,
11099218750, -2.506711e+000,
11100000000, -2.508528e+000,
11100781250, -2.499885e+000,
11101562500, -2.495046e+000,
11102343750, -2.495036e+000,
11103125000, -2.490538e+000,
11103906250, -2.488161e+000,
11104687500, -2.492399e+000,
11105468750, -2.492205e+000,
11106250000, -2.488877e+000,
11107031250, -2.489013e+000,
11107812500, -2.490993e+000,
11108593750, -2.484103e+000,
11109375000, -2.483271e+000,
11110156250, -2.488131e+000,
11110937500, -2.497013e+000,
11111718750, -2.491081e+000,
11112500000, -2.494223e+000,
11113281250, -2.494076e+000,
11114062500, -2.490528e+000,
11114843750, -2.493991e+000,
11115625000, -2.500349e+000,
11116406250, -2.504635e+000,
11117187500, -2.510077e+000,
11117968750, -2.500084e+000,
11118750000, -2.504196e+000,
11119531250, -2.506212e+000,
11120312500, -2.509993e+000,
11121093750, -2.508958e+000,
11121875000, -2.515473e+000,
11122656250, -2.504104e+000,
11123437500, -2.508657e+000,
11124218750, -2.511007e+000,
11125000000, -2.508001e+000,
11125781250, -2.504929e+000,
11126562500, -2.513719e+000,
11127343750, -2.508051e+000,
11128125000, -2.518375e+000,
11128906250, -2.516931e+000,
11129687500, -2.522647e+000,
11130468750, -2.525771e+000,
11131250000, -2.522758e+000,
11132031250, -2.520552e+000,
11132812500, -2.526606e+000,
11133593750, -2.519455e+000,
11134375000, -2.527086e+000,
11135156250, -2.525024e+000,
11135937500, -2.525244e+000,
11136718750, -2.525034e+000,
11137500000, -2.531867e+000,
11138281250, -2.520431e+000,
11139062500, -2.528137e+000,
11139843750, -2.528582e+000,
11140625000, -2.519653e+000,
11141406250, -2.516217e+000,
11142187500, -2.514326e+000,
11142968750, -2.512936e+000,
11143750000, -2.514962e+000,
11144531250, -2.500829e+000,
11145312500, -2.503583e+000,
11146093750, -2.504531e+000,
11146875000, -2.496486e+000,
11147656250, -2.501855e+000,
11148437500, -2.492599e+000,
11149218750, -2.500335e+000,
11150000000, -2.495212e+000,
11150781250, -2.506921e+000,
11151562500, -2.495443e+000,
11152343750, -2.501814e+000,
11153125000, -2.499085e+000,
11153906250, -2.499616e+000,
11154687500, -2.503352e+000,
11155468750, -2.501065e+000,
11156250000, -2.503402e+000,
11157031250, -2.494439e+000,
11157812500, -2.498116e+000,
11158593750, -2.498539e+000,
11159375000, -2.490153e+000,
11160156250, -2.501589e+000,
11160937500, -2.492599e+000,
11161718750, -2.492654e+000,
11162500000, -2.495354e+000,
11163281250, -2.499417e+000,
11164062500, -2.495674e+000,
11164843750, -2.500259e+000,
11165625000, -2.496626e+000,
11166406250, -2.508554e+000,
11167187500, -2.506289e+000,
11167968750, -2.506117e+000,
11168750000, -2.508929e+000,
11169531250, -2.511023e+000,
11170312500, -2.507280e+000,
11171093750, -2.511193e+000,
11171875000, -2.514233e+000,
11172656250, -2.514300e+000,
11173437500, -2.516783e+000,
11174218750, -2.513054e+000,
11175000000, -2.515392e+000,
11175781250, -2.507474e+000,
11176562500, -2.505084e+000,
11177343750, -2.505600e+000,
11178125000, -2.503532e+000,
11178906250, -2.504931e+000,
11179687500, -2.504544e+000,
11180468750, -2.506399e+000,
11181250000, -2.500558e+000,
11182031250, -2.506291e+000,
11182812500, -2.503779e+000,
11183593750, -2.498328e+000,
11184375000, -2.502113e+000,
11185156250, -2.497043e+000,
11185937500, -2.498088e+000,
11186718750, -2.495823e+000,
11187500000, -2.490421e+000,
11188281250, -2.498305e+000,
11189062500, -2.492187e+000,
11189843750, -2.490179e+000,
11190625000, -2.492866e+000,
11191406250, -2.494294e+000,
11192187500, -2.487762e+000,
11192968750, -2.490411e+000,
11193750000, -2.481998e+000,
11194531250, -2.487360e+000,
11195312500, -2.488077e+000,
11196093750, -2.485712e+000,
11196875000, -2.487788e+000,
11197656250, -2.485860e+000,
11198437500, -2.483113e+000,
11199218750, -2.489004e+000,
11200000000, -2.491312e+000,
11200781250, -2.488862e+000,
11201562500, -2.493806e+000,
11202343750, -2.497242e+000,
11203125000, -2.498569e+000,
11203906250, -2.500453e+000,
11204687500, -2.496904e+000,
11205468750, -2.503879e+000,
11206250000, -2.513666e+000,
11207031250, -2.510961e+000,
11207812500, -2.512307e+000,
11208593750, -2.515452e+000,
11209375000, -2.508716e+000,
11210156250, -2.520243e+000,
11210937500, -2.519109e+000,
11211718750, -2.521171e+000,
11212500000, -2.522552e+000,
11213281250, -2.516322e+000,
11214062500, -2.519506e+000,
11214843750, -2.522076e+000,
11215625000, -2.520262e+000,
11216406250, -2.524842e+000,
11217187500, -2.523985e+000,
11217968750, -2.522946e+000,
11218750000, -2.516223e+000,
11219531250, -2.509490e+000,
11220312500, -2.509098e+000,
11221093750, -2.506530e+000,
11221875000, -2.513689e+000,
11222656250, -2.503129e+000,
11223437500, -2.509264e+000,
11224218750, -2.501484e+000,
11225000000, -2.499142e+000,
11225781250, -2.502473e+000,
11226562500, -2.496448e+000,
11227343750, -2.495110e+000,
11228125000, -2.491117e+000,
11228906250, -2.494775e+000,
11229687500, -2.497778e+000,
11230468750, -2.497280e+000,
11231250000, -2.492616e+000,
11232031250, -2.492358e+000,
11232812500, -2.492535e+000,
11233593750, -2.488751e+000,
11234375000, -2.495188e+000,
11235156250, -2.487710e+000,
11235937500, -2.490693e+000,
11236718750, -2.487381e+000,
11237500000, -2.489962e+000,
11238281250, -2.494336e+000,
11239062500, -2.495089e+000,
11239843750, -2.498837e+000,
11240625000, -2.494737e+000,
11241406250, -2.495321e+000,
11242187500, -2.490954e+000,
11242968750, -2.499904e+000,
11243750000, -2.504203e+000,
11244531250, -2.504237e+000,
11245312500, -2.500353e+000,
11246093750, -2.506283e+000,
11246875000, -2.510427e+000,
11247656250, -2.508609e+000,
11248437500, -2.507178e+000,
11249218750, -2.512186e+000,
11250000000, -2.519012e+000,
11250781250, -2.505513e+000,
11251562500, -2.508133e+000,
11252343750, -2.506153e+000,
11253125000, -2.505195e+000,
11253906250, -2.510504e+000,
11254687500, -2.502306e+000,
11255468750, -2.505233e+000,
11256250000, -2.496612e+000,
11257031250, -2.497718e+000,
11257812500, -2.491512e+000,
11258593750, -2.503344e+000,
11259375000, -2.499864e+000,
11260156250, -2.496367e+000,
11260937500, -2.497616e+000,
11261718750, -2.498572e+000,
11262500000, -2.494293e+000,
11263281250, -2.492152e+000,
11264062500, -2.491719e+000,
11264843750, -2.491782e+000,
11265625000, -2.488845e+000,
11266406250, -2.487093e+000,
11267187500, -2.488029e+000,
11267968750, -2.486635e+000,
11268750000, -2.487361e+000,
11269531250, -2.487590e+000,
11270312500, -2.482886e+000,
11271093750, -2.482608e+000,
11271875000, -2.481926e+000,
11272656250, -2.481199e+000,
11273437500, -2.480285e+000,
11274218750, -2.474422e+000,
11275000000, -2.485416e+000,
11275781250, -2.481552e+000,
11276562500, -2.484904e+000,
11277343750, -2.487013e+000,
11278125000, -2.490322e+000,
11278906250, -2.487684e+000,
11279687500, -2.489196e+000,
11280468750, -2.488589e+000,
11281250000, -2.497142e+000,
11282031250, -2.483533e+000,
11282812500, -2.486154e+000,
11283593750, -2.483774e+000,
11284375000, -2.483075e+000,
11285156250, -2.485673e+000,
11285937500, -2.488024e+000,
11286718750, -2.483208e+000,
11287500000, -2.496704e+000,
11288281250, -2.493982e+000,
11289062500, -2.486476e+000,
11289843750, -2.488907e+000,
11290625000, -2.493803e+000,
11291406250, -2.486462e+000,
11292187500, -2.490390e+000,
11292968750, -2.489405e+000,
11293750000, -2.492259e+000,
11294531250, -2.497539e+000,
11295312500, -2.491009e+000,
11296093750, -2.501206e+000,
11296875000, -2.491388e+000,
11297656250, -2.480612e+000,
11298437500, -2.486761e+000,
11299218750, -2.481805e+000,
11300000000, -2.485966e+000,
11300781250, -2.487886e+000,
11301562500, -2.479478e+000,
11302343750, -2.475718e+000,
11303125000, -2.476794e+000,
11303906250, -2.474883e+000,
11304687500, -2.466952e+000,
11305468750, -2.472791e+000,
11306250000, -2.467049e+000,
11307031250, -2.468710e+000,
11307812500, -2.470221e+000,
11308593750, -2.457072e+000,
11309375000, -2.464117e+000,
11310156250, -2.465631e+000,
11310937500, -2.458530e+000,
11311718750, -2.463368e+000,
11312500000, -2.453785e+000,
11313281250, -2.457742e+000,
11314062500, -2.457444e+000,
11314843750, -2.454635e+000,
11315625000, -2.447724e+000,
11316406250, -2.460763e+000,
11317187500, -2.458545e+000,
11317968750, -2.463968e+000,
11318750000, -2.458311e+000,
11319531250, -2.462720e+000,
11320312500, -2.459942e+000,
11321093750, -2.462154e+000,
11321875000, -2.458884e+000,
11322656250, -2.466960e+000,
11323437500, -2.465607e+000,
11324218750, -2.473153e+000,
11325000000, -2.473102e+000,
11325781250, -2.473130e+000,
11326562500, -2.482002e+000,
11327343750, -2.476414e+000,
11328125000, -2.475633e+000,
11328906250, -2.477317e+000,
11329687500, -2.472791e+000,
11330468750, -2.484468e+000,
11331250000, -2.479082e+000,
11332031250, -2.470976e+000,
11332812500, -2.477345e+000,
11333593750, -2.476781e+000,
11334375000, -2.478285e+000,
11335156250, -2.481309e+000,
11335937500, -2.474946e+000,
11336718750, -2.481070e+000,
11337500000, -2.482143e+000,
11338281250, -2.473887e+000,
11339062500, -2.478350e+000,
11339843750, -2.477367e+000,
11340625000, -2.471431e+000,
11341406250, -2.468070e+000,
11342187500, -2.469132e+000,
11342968750, -2.476751e+000,
11343750000, -2.467082e+000,
11344531250, -2.468542e+000,
11345312500, -2.466995e+000,
11346093750, -2.468785e+000,
11346875000, -2.464963e+000,
11347656250, -2.472361e+000,
11348437500, -2.464361e+000,
11349218750, -2.465247e+000,
11350000000, -2.462218e+000,
11350781250, -2.462515e+000,
11351562500, -2.469035e+000,
11352343750, -2.475905e+000,
11353125000, -2.473901e+000,
11353906250, -2.470591e+000,
11354687500, -2.476840e+000,
11355468750, -2.477900e+000,
11356250000, -2.478537e+000,
11357031250, -2.475414e+000,
11357812500, -2.472460e+000,
11358593750, -2.472729e+000,
11359375000, -2.475042e+000,
11360156250, -2.475805e+000,
11360937500, -2.477669e+000,
11361718750, -2.480219e+000,
11362500000, -2.485594e+000,
11363281250, -2.482579e+000,
11364062500, -2.475554e+000,
11364843750, -2.482522e+000,
11365625000, -2.482467e+000,
11366406250, -2.478951e+000,
11367187500, -2.483051e+000,
11367968750, -2.475729e+000,
11368750000, -2.479417e+000,
11369531250, -2.479630e+000,
11370312500, -2.478485e+000,
11371093750, -2.474897e+000,
11371875000, -2.474936e+000,
11372656250, -2.479421e+000,
11373437500, -2.473435e+000,
11374218750, -2.474659e+000,
11375000000, -2.472555e+000,
11375781250, -2.470806e+000,
11376562500, -2.471925e+000,
11377343750, -2.469680e+000,
11378125000, -2.471647e+000,
11378906250, -2.469350e+000,
11379687500, -2.471453e+000,
11380468750, -2.467658e+000,
11381250000, -2.463621e+000,
11382031250, -2.467015e+000,
11382812500, -2.453431e+000,
11383593750, -2.460627e+000,
11384375000, -2.462820e+000,
11385156250, -2.462219e+000,
11385937500, -2.454057e+000,
11386718750, -2.460146e+000,
11387500000, -2.454768e+000,
11388281250, -2.455391e+000,
11389062500, -2.455037e+000,
11389843750, -2.450359e+000,
11390625000, -2.448759e+000,
11391406250, -2.453037e+000,
11392187500, -2.451222e+000,
11392968750, -2.450236e+000,
11393750000, -2.446450e+000,
11394531250, -2.447625e+000,
11395312500, -2.445121e+000,
11396093750, -2.441488e+000,
11396875000, -2.445224e+000,
11397656250, -2.450553e+000,
11398437500, -2.440175e+000,
11399218750, -2.443446e+000,
11400000000, -2.452171e+000,
11400781250, -2.446660e+000,
11401562500, -2.445734e+000,
11402343750, -2.442983e+000,
11403125000, -2.452788e+000,
11403906250, -2.453825e+000,
11404687500, -2.449516e+000,
11405468750, -2.455724e+000,
11406250000, -2.457142e+000,
11407031250, -2.452296e+000,
11407812500, -2.456548e+000,
11408593750, -2.456692e+000,
11409375000, -2.457190e+000,
11410156250, -2.456833e+000,
11410937500, -2.463838e+000,
11411718750, -2.453610e+000,
11412500000, -2.464775e+000,
11413281250, -2.456980e+000,
11414062500, -2.464205e+000,
11414843750, -2.459749e+000,
11415625000, -2.456503e+000,
11416406250, -2.463659e+000,
11417187500, -2.462353e+000,
11417968750, -2.461167e+000,
11418750000, -2.462652e+000,
11419531250, -2.468175e+000,
11420312500, -2.452870e+000,
11421093750, -2.453958e+000,
11421875000, -2.455298e+000,
11422656250, -2.456026e+000,
11423437500, -2.458122e+000,
11424218750, -2.457482e+000,
11425000000, -2.455831e+000,
11425781250, -2.446322e+000,
11426562500, -2.448876e+000,
11427343750, -2.445694e+000,
11428125000, -2.444650e+000,
11428906250, -2.446437e+000,
11429687500, -2.443279e+000,
11430468750, -2.443918e+000,
11431250000, -2.442378e+000,
11432031250, -2.443495e+000,
11432812500, -2.444041e+000,
11433593750, -2.442487e+000,
11434375000, -2.437532e+000,
11435156250, -2.447740e+000,
11435937500, -2.443017e+000,
11436718750, -2.448104e+000,
11437500000, -2.444348e+000,
11438281250, -2.443616e+000,
11439062500, -2.441809e+000,
11439843750, -2.441226e+000,
11440625000, -2.441189e+000,
11441406250, -2.447293e+000,
11442187500, -2.451185e+000,
11442968750, -2.451138e+000,
11443750000, -2.448616e+000,
11444531250, -2.449721e+000,
11445312500, -2.452588e+000,
11446093750, -2.462797e+000,
11446875000, -2.457391e+000,
11447656250, -2.452215e+000,
11448437500, -2.463592e+000,
