7.51775E-09,4.7015E-01
7.56775E-09,4.6872E-01
7.61775E-09,4.7758E-01
7.66775E-09,4.8256E-01
7.71775E-09,4.7168E-01
7.76775E-09,4.7023E-01
7.81775E-09,4.7476E-01
7.86775E-09,4.8034E-01
7.91775E-09,4.6801E-01
7.96775E-09,4.5160E-01
8.01775E-09,4.3869E-01
8.06775E-09,4.3935E-01
8.11775E-09,4.3890E-01
8.16775E-09,4.4259E-01
8.21775E-09,4.6517E-01
8.26775E-09,4.7081E-01
8.31775E-09,4.5213E-01
8.36775E-09,4.3403E-01
8.41775E-09,4.6569E-01
8.46775E-09,5.3704E-01
8.51775E-09,6.1200E-01
8.56775E-09,6.2180E-01
8.61775E-09,4.7918E-01
8.66775E-09,2.3919E-01
8.71775E-09,5.690E-02
8.76775E-09,3.296E-02
8.81775E-09,6.589E-02
8.86775E-09,4.889E-02
8.91775E-09,2.792E-02
8.96775E-09,3.967E-02
9.01775E-09,3.106E-02
9.06775E-09,1.644E-02
9.11775E-09,1.578E-02
9.16775E-09,1.132E-02
9.21775E-09,2.55E-03
9.26775E-09,5.03E-03
9.31775E-09,2.547E-02
9.36775E-09,2.898E-02
9.41775E-09,2.086E-02
