-5.3225E-10,5.37E-03
-4.8225E-10,2.39E-03
-4.3225E-10,7.69E-03
-3.8225E-10,9.06E-03
-3.3225E-10,4.34E-03
-2.8225E-10,4.34E-03
-2.3225E-10,9.59E-03
-1.8225E-10,7.19E-03
-1.3225E-10,7.399E-03
-8.225E-11,1.986E-02
-3.225E-11,5.256E-02
1.775E-11,9.558E-02
6.775E-11,1.2909E-01
1.1775E-10,1.4011E-01
1.6775E-10,1.5834E-01
2.1775E-10,1.7631E-01
2.6775E-10,1.8052E-01
3.1775E-10,1.9860E-01
3.6775E-10,2.2270E-01
4.1775E-10,2.4070E-01
4.6775E-10,2.4944E-01
5.1775E-10,2.6059E-01
5.6775E-10,2.7418E-01
6.1775E-10,2.6277E-01
6.6775E-10,2.5203E-01
7.1775E-10,2.4336E-01
7.6775E-10,2.3972E-01
8.1775E-10,2.3551E-01
8.6775E-10,2.2220E-01
9.1775E-10,2.1148E-01
9.6775E-10,1.9583E-01
1.01775E-09,1.9119E-01
1.06775E-09,1.9588E-01
1.11775E-09,1.9920E-01
1.16775E-09,2.0215E-01
1.21775E-09,2.0987E-01
1.26775E-09,2.1077E-01
1.31775E-09,2.2120E-01
1.36775E-09,2.3422E-01
1.41775E-09,2.4599E-01
1.46775E-09,2.6264E-01
1.51775E-09,2.7097E-01
1.56775E-09,2.7023E-01
1.61775E-09,2.7337E-01
1.66775E-09,2.7445E-01
1.71775E-09,2.6525E-01
1.76775E-09,2.4794E-01
1.81775E-09,2.3493E-01
1.86775E-09,2.1970E-01
1.91775E-09,2.0529E-01
1.96775E-09,1.9973E-01
2.01775E-09,1.7915E-01
2.06775E-09,1.6097E-01
2.11775E-09,1.3668E-01
2.16775E-09,1.2538E-01
2.21775E-09,1.1858E-01
2.26775E-09,1.0781E-01
2.31775E-09,1.0080E-01
2.36775E-09,9.202E-02
2.41775E-09,9.176E-02
2.46775E-09,1.0839E-01
2.51775E-09,1.3947E-01
2.56775E-09,1.5362E-01
2.61775E-09,1.7517E-01
2.66775E-09,2.1032E-01
2.71775E-09,2.3269E-01
2.76775E-09,2.5160E-01
2.81775E-09,2.6878E-01
2.86775E-09,2.7624E-01
2.91775E-09,2.7508E-01
2.96775E-09,2.7213E-01
3.01775E-09,2.8085E-01
3.06775E-09,2.8691E-01
3.11775E-09,2.7966E-01
3.16775E-09,2.7157E-01
3.21775E-09,2.6320E-01
3.26775E-09,2.5318E-01
3.31775E-09,2.5429E-01
3.36775E-09,2.5044E-01
3.41775E-09,2.4615E-01
3.46775E-09,2.4578E-01
3.51775E-09,2.5751E-01
3.56775E-09,2.7068E-01
3.61775E-09,2.7866E-01
3.66775E-09,2.9629E-01
3.71775E-09,3.1397E-01
3.76775E-09,3.3164E-01
3.81775E-09,3.5349E-01
3.86775E-09,3.7411E-01
3.91775E-09,3.7646E-01
3.96775E-09,3.8131E-01
4.01775E-09,3.9382E-01
4.06775E-09,3.9920E-01
4.11775E-09,3.8610E-01
4.16775E-09,3.7757E-01
4.21775E-09,3.7762E-01
4.26775E-09,3.7140E-01
4.31775E-09,3.5565E-01
4.36775E-09,3.3855E-01
4.41775E-09,3.1955E-01
4.46775E-09,3.0659E-01
4.51775E-09,3.1017E-01
4.56775E-09,3.0717E-01
4.61775E-09,2.9645E-01
4.66775E-09,3.0006E-01
4.71775E-09,3.0717E-01
4.76775E-09,3.1929E-01
4.81775E-09,3.3059E-01
4.86775E-09,3.4498E-01
4.91775E-09,3.7029E-01
4.96775E-09,3.9258E-01
5.01775E-09,4.1295E-01
5.06775E-09,4.3216E-01
5.11775E-09,4.6451E-01
5.16775E-09,4.7974E-01
5.21775E-09,4.8854E-01
5.26775E-09,4.8978E-01
5.31775E-09,5.0039E-01
5.36775E-09,5.0166E-01
5.41775E-09,4.9431E-01
5.46775E-09,4.8390E-01
5.51775E-09,4.6261E-01
5.56775E-09,4.4707E-01
5.61775E-09,4.3337E-01
5.66775E-09,4.1687E-01
5.71775E-09,4.0707E-01
5.76775E-09,4.1008E-01
5.81775E-09,3.9675E-01
5.86775E-09,4.0536E-01
5.91775E-09,4.1703E-01
5.96775E-09,4.3076E-01
6.01775E-09,4.4849E-01
6.06775E-09,4.6562E-01
6.11775E-09,4.9149E-01
6.16775E-09,5.1314E-01
6.21775E-09,5.2374E-01
6.26775E-09,5.4226E-01
6.31775E-09,5.6655E-01
6.36775E-09,5.7398E-01
6.41775E-09,5.7909E-01
6.46775E-09,5.8576E-01
6.51775E-09,5.7680E-01
6.56775E-09,5.6073E-01
6.61775E-09,5.5485E-01
6.66775E-09,5.3317E-01
6.71775E-09,5.1077E-01
6.76775E-09,4.9504E-01
6.81775E-09,4.7992E-01
6.86775E-09,4.5840E-01
6.91775E-09,4.3629E-01
6.96775E-09,4.3342E-01
7.01775E-09,4.2786E-01
7.06775E-09,4.2444E-01
7.11775E-09,4.2322E-01
7.16775E-09,4.1888E-01
7.21775E-09,4.2017E-01
7.26775E-09,4.2496E-01
7.31775E-09,4.3861E-01
7.36775E-09,4.4172E-01
7.41775E-09,4.4151E-01
7.46775E-09,4.5605E-01
